occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey
,"Zantedeschia aethiopica","Zantedeschia aethiopica (L.) Spreng.","2868827","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Zantedeschia","Zantedeschia aethiopica","Zantedeschia aethiopica","(L.) Spreng.","2868827",
,"Camponotus consobrinus","Camponotus consobrinus (Erichson, 1842)","5033679","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus consobrinus","Camponotus consobrinus","(Erichson, 1842) ","5033679",
,"Austropuccinia psidii","Austropuccinia psidii (G.Winter) Beenken","9739431","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Sphaerophragmiaceae","Austropuccinia","Austropuccinia psidii","Austropuccinia psidii","(G.Winter) Beenken","9739431",
,"Pelmatolapia mariae","Pelmatolapia mariae (Boulenger, 1899)","9552432","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Perciformes","Cichlidae","Pelmatolapia","Pelmatolapia mariae","Pelmatolapia mariae","(Boulenger, 1899) ","9552432",
,"Alternanthera philoxeroides","Alternanthera philoxeroides (Mart.) Griseb.","3084923","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Alternanthera","Alternanthera philoxeroides","Alternanthera philoxeroides","(Mart.) Griseb.","3084923",
,"Ludwigia peruviana","Ludwigia peruviana (L.) H.Hara","5421024","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia peruviana","Ludwigia peruviana","(L.) H.Hara","5421024",
,"Pilosella aurantiaca","Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip.","3122924","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Pilosella","Pilosella aurantiaca","Pilosella aurantiaca","(L.) F.W.Schultz & Sch.Bip.","3122924",
,"Ludwigia peruviana","Ludwigia peruviana (L.) H.Hara","5421024","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia peruviana","Ludwigia peruviana","(L.) H.Hara","5421024",
,"Alternanthera philoxeroides","Alternanthera philoxeroides (Mart.) Griseb.","3084923","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Alternanthera","Alternanthera philoxeroides","Alternanthera philoxeroides","(Mart.) Griseb.","3084923",
,"Alternanthera philoxeroides","Alternanthera philoxeroides (Mart.) Griseb.","3084923","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Alternanthera","Alternanthera philoxeroides","Alternanthera philoxeroides","(Mart.) Griseb.","3084923",
,"Camponotus consobrinus","Camponotus consobrinus (Erichson, 1842)","5033679","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus consobrinus","Camponotus consobrinus","(Erichson, 1842) ","5033679",
,"Camponotus nigriceps","Camponotus nigriceps (Smith, 1858)","5033190","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus nigriceps","Camponotus nigriceps","(Smith, 1858) ","5033190",
,"Camponotus nigriceps","Camponotus nigriceps (Smith, 1858)","5033190","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus nigriceps","Camponotus nigriceps","(Smith, 1858) ","5033190",
,"Camponotus","Camponotus Mayr, 1861","1312361","EXACT","92","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus",,"Camponotus","Mayr, 1861","1312361",
,"Camponotus nigriceps","Camponotus nigriceps (Smith, 1858)","5033190","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus nigriceps","Camponotus nigriceps","(Smith, 1858) ","5033190",
,"Camponotus consobrinus","Camponotus consobrinus (Erichson, 1842)","5033679","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus consobrinus","Camponotus consobrinus","(Erichson, 1842) ","5033679",
,"Camponotus nigriceps","Camponotus nigriceps (Smith, 1858)","5033190","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus nigriceps","Camponotus nigriceps","(Smith, 1858) ","5033190",
,"Technomyrmex sophiae","Technomyrmex sophiae Forel, 1902","1320080","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Technomyrmex","Technomyrmex sophiae","Technomyrmex sophiae","Forel, 1902","1320080",
,"Camponotus aeneopilosus","Camponotus aeneopilosus Mayr, 1862","5033875","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus aeneopilosus","Camponotus aeneopilosus","Mayr, 1862","5033875",
,"Technomyrmex albipes","Technomyrmex albipes (Smith, 1861)","1320126","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Technomyrmex","Technomyrmex albipes","Technomyrmex albipes","(Smith, 1861) ","1320126",
,"Camponotus","Camponotus Mayr, 1861","1312361","EXACT","92","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus",,"Camponotus","Mayr, 1861","1312361",
,"Maoricolpus roseus","Maoricolpus roseus (Quoy & Gaimard, 1834)","2300669","EXACT","99","ACCEPTED","SPECIES","Animalia","Mollusca","Gastropoda",,"Turritellidae","Maoricolpus","Maoricolpus roseus","Maoricolpus roseus","(Quoy & Gaimard, 1834) ","2300669",
,"Carcinus maenas","Carcinus maenas (Linnaeus, 1758)","5178595","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas","Carcinus maenas","(Linnaeus, 1758) ","5178595",
,"Styela plicata","Styela plicata (Lesueur, 1823)","2331954","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Styela","Styela plicata","Styela plicata","(Lesueur, 1823) ","2331954",
,"Technomyrmex","Technomyrmex Mayr, 1872","1320039","EXACT","94","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Technomyrmex",,"Technomyrmex","Mayr, 1872","1320039",
,"Camponotus nigriceps","Camponotus nigriceps (Smith, 1858)","5033190","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus nigriceps","Camponotus nigriceps","(Smith, 1858) ","5033190",
,"Camponotus nigriceps","Camponotus nigriceps (Smith, 1858)","5033190","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus nigriceps","Camponotus nigriceps","(Smith, 1858) ","5033190",
,"Camponotus nigriceps","Camponotus nigriceps (Smith, 1858)","5033190","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus nigriceps","Camponotus nigriceps","(Smith, 1858) ","5033190",
,"Camponotus consobrinus","Camponotus consobrinus (Erichson, 1842)","5033679","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus consobrinus","Camponotus consobrinus","(Erichson, 1842) ","5033679",
,"Camponotus nigriceps","Camponotus nigriceps (Smith, 1858)","5033190","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus nigriceps","Camponotus nigriceps","(Smith, 1858) ","5033190",
,"Camponotus consobrinus","Camponotus consobrinus (Erichson, 1842)","5033679","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus consobrinus","Camponotus consobrinus","(Erichson, 1842) ","5033679",
,"Opuntia monacantha","Opuntia monacantha Haw.","5384142","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Opuntia","Opuntia monacantha","Opuntia monacantha","Haw.","5384142",
,"Camponotus consobrinus","Camponotus consobrinus (Erichson, 1842)","5033679","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus consobrinus","Camponotus consobrinus","(Erichson, 1842) ","5033679",
,"Cylindropuntia imbricata","Cylindropuntia imbricata (Haw.) F.M.Knuth","6381277","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Cylindropuntia","Cylindropuntia imbricata","Cylindropuntia imbricata","(Haw.) F.M.Knuth","6381277",
,"Camponotus innexus","Camponotus innexus Forel, 1902","5034489","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus innexus","Camponotus innexus","Forel, 1902","5034489",
,"Linepithema humile","Linepithema humile (Mayr, 1868)","1316908","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Linepithema","Linepithema humile","Linepithema humile","(Mayr, 1868) ","1316908",
,"Anoplolepis gracilipes","Anoplolepis gracilipes (Smith, 1857)","1317433","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Anoplolepis","Anoplolepis gracilipes","Anoplolepis gracilipes","(Smith, 1857) ","1317433",
,"Camponotus","Camponotus Mayr, 1861","1312361","EXACT","92","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus",,"Camponotus","Mayr, 1861","1312361",
,"Camponotus consobrinus","Camponotus consobrinus (Erichson, 1842)","5033679","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus consobrinus","Camponotus consobrinus","(Erichson, 1842) ","5033679",
,"Camponotus","Camponotus Mayr, 1861","1312361","EXACT","92","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus",,"Camponotus","Mayr, 1861","1312361",
,"Camponotus nigriceps","Camponotus nigriceps (Smith, 1858)","5033190","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus nigriceps","Camponotus nigriceps","(Smith, 1858) ","5033190",
,"Magallana gigas","Magallana gigas (Thunberg, 1793)","7820753","EXACT","99","ACCEPTED","SPECIES","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Magallana","Magallana gigas","Magallana gigas","(Thunberg, 1793) ","7820753",
,"Opuntia monacantha","Opuntia monacantha Haw.","5384142","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Opuntia","Opuntia monacantha","Opuntia monacantha","Haw.","5384142",
,"Gleditsia triacanthos","Gleditsia triacanthos L.","2959443","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Gleditsia","Gleditsia triacanthos","Gleditsia triacanthos","L.","2959443",
,"Camponotus consobrinus","Camponotus consobrinus (Erichson, 1842)","5033679","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus consobrinus","Camponotus consobrinus","(Erichson, 1842) ","5033679",
,"Paratrechina longicornis","Paratrechina longicornis (Latreille, 1802)","1325561","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Paratrechina","Paratrechina longicornis","Paratrechina longicornis","(Latreille, 1802) ","1325561",
,"Camponotus nigriceps","Camponotus nigriceps (Smith, 1858)","5033190","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus nigriceps","Camponotus nigriceps","(Smith, 1858) ","5033190",
,"Camponotus","Camponotus Mayr, 1861","1312361","EXACT","92","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus",,"Camponotus","Mayr, 1861","1312361",
,"Alternanthera philoxeroides","Alternanthera philoxeroides (Mart.) Griseb.","3084923","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Alternanthera","Alternanthera philoxeroides","Alternanthera philoxeroides","(Mart.) Griseb.","3084923",
,"Nassella trichotoma","Nassella trichotoma (Nees) Hack. & Arechav.","9613389","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Nassella","Nassella trichotoma","Nassella trichotoma","(Nees) Hack. & Arechav.","9613389",
,"Nassella trichotoma","Nassella trichotoma (Nees) Hack. & Arechav.","9613389","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Nassella","Nassella trichotoma","Nassella trichotoma","(Nees) Hack. & Arechav.","9613389",
,"Oreochromis mossambicus","Oreochromis mossambicus (Peters, 1852)","2372396","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Perciformes","Cichlidae","Oreochromis","Oreochromis mossambicus","Oreochromis mossambicus","(Peters, 1852) ","2372396",
,"Nassella trichotoma","Nassella trichotoma (Nees) Hack. & Arechav.","9613389","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Nassella","Nassella trichotoma","Nassella trichotoma","(Nees) Hack. & Arechav.","9613389",
,"Nassella trichotoma","Nassella trichotoma (Nees) Hack. & Arechav.","9613389","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Nassella","Nassella trichotoma","Nassella trichotoma","(Nees) Hack. & Arechav.","9613389",
,"Nassella trichotoma","Nassella trichotoma (Nees) Hack. & Arechav.","9613389","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Nassella","Nassella trichotoma","Nassella trichotoma","(Nees) Hack. & Arechav.","9613389",
,"Camponotus consobrinus","Camponotus consobrinus (Erichson, 1842)","5033679","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus consobrinus","Camponotus consobrinus","(Erichson, 1842) ","5033679",
,"Camponotus aeneopilosus","Camponotus aeneopilosus Mayr, 1862","5033875","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus aeneopilosus","Camponotus aeneopilosus","Mayr, 1862","5033875",
,"Nassella trichotoma","Nassella trichotoma (Nees) Hack. & Arechav.","9613389","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Nassella","Nassella trichotoma","Nassella trichotoma","(Nees) Hack. & Arechav.","9613389",
,"Hofmannophila pseudospretella","Hofmannophila pseudospretella Stainton, 1849","1836899","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Hofmannophila","Hofmannophila pseudospretella","Hofmannophila pseudospretella","Stainton, 1849","1836899",
,"Camponotus","Camponotus Mayr, 1861","1312361","EXACT","92","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus",,"Camponotus","Mayr, 1861","1312361",
,"Austropuccinia psidii","Austropuccinia psidii (G.Winter) Beenken","9739431","EXACT","99","ACCEPTED","SPECIES","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Sphaerophragmiaceae","Austropuccinia","Austropuccinia psidii","Austropuccinia psidii","(G.Winter) Beenken","9739431",
,"Camponotus nigriceps","Camponotus nigriceps (Smith, 1858)","5033190","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus nigriceps","Camponotus nigriceps","(Smith, 1858) ","5033190",
,"Carcinus maenas","Carcinus maenas (Linnaeus, 1758)","5178595","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas","Carcinus maenas","(Linnaeus, 1758) ","5178595",
,"Camponotus","Camponotus Mayr, 1861","1312361","EXACT","92","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus",,"Camponotus","Mayr, 1861","1312361",
,"Camponotus consobrinus","Camponotus consobrinus (Erichson, 1842)","5033679","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus consobrinus","Camponotus consobrinus","(Erichson, 1842) ","5033679",
,"Linepithema humile","Linepithema humile (Mayr, 1868)","1316908","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Linepithema","Linepithema humile","Linepithema humile","(Mayr, 1868) ","1316908",
,"Sabella spallanzanii","Sabella spallanzanii (Gmelin, 1791)","2328603","EXACT","97","ACCEPTED","SPECIES","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Sabella","Sabella spallanzanii","Sabella spallanzanii","(Gmelin, 1791) ","2328603",
,"Sabella spallanzanii","Sabella spallanzanii (Gmelin, 1791)","2328603","EXACT","97","ACCEPTED","SPECIES","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Sabella","Sabella spallanzanii","Sabella spallanzanii","(Gmelin, 1791) ","2328603",
,"Caulerpa taxifolia","Caulerpa taxifolia (M.Vahl) C.Agardh","2643172","EXACT","99","ACCEPTED","SPECIES","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","Caulerpa taxifolia","Caulerpa taxifolia","(M.Vahl) C.Agardh","2643172",
,"Magallana gigas","Magallana gigas (Thunberg, 1793)","7820753","EXACT","99","ACCEPTED","SPECIES","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Magallana","Magallana gigas","Magallana gigas","(Thunberg, 1793) ","7820753",
,"Asterias amurensis","Asterias amurensis Lutken, 1871","5187508","EXACT","99","ACCEPTED","SPECIES","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias amurensis","Asterias amurensis","Lutken, 1871","5187508",
,"Camponotus consobrinus","Camponotus consobrinus (Erichson, 1842)","5033679","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus consobrinus","Camponotus consobrinus","(Erichson, 1842) ","5033679",
,"Camponotus","Camponotus Mayr, 1861","1312361","EXACT","92","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus",,"Camponotus","Mayr, 1861","1312361",
,"Camponotus","Camponotus Mayr, 1861","1312361","EXACT","92","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus",,"Camponotus","Mayr, 1861","1312361",
,"Camponotus","Camponotus Mayr, 1861","1312361","EXACT","92","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus",,"Camponotus","Mayr, 1861","1312361",
